nome,votos,hora,apurado,proporcao
JAIR BOLSONARO,43.37,22:21:56,99.13,4299.268099999999
SIMONE TEBET,4.18,22:21:56,99.13,414.3634
CIRO GOMES,3.05,22:21:56,99.13,302.3465
SORAYA THRONICKE,0.51,22:21:56,99.13,50.5563
FELIPE D&apos;AVILA,0.48,22:21:56,99.13,47.58239999999999
PADRE KELMON,0.07,22:21:56,99.13,6.939100000000001
LÉO PÉRICLES,0.05,22:21:56,99.13,4.9565
SOFIA MANZANO,0.04,22:21:56,99.13,3.9652
VERA,0.02,22:21:56,99.13,1.9826
CONSTITUINTE EYMAEL,0.01,22:21:56,99.13,0.9913
LULA,48.24,22:24:01,99.18,4784.443200000001
JAIR BOLSONARO,43.36,22:24:01,99.18,4300.4448
SIMONE TEBET,4.18,22:24:01,99.18,414.5724
CIRO GOMES,3.05,22:24:01,99.18,302.499
SORAYA THRONICKE,0.51,22:24:01,99.18,50.5818
FELIPE D&apos;AVILA,0.48,22:24:01,99.18,47.6064
PADRE KELMON,0.07,22:24:01,99.18,6.942600000000001
LÉO PÉRICLES,0.05,22:24:01,99.18,4.9590000000000005
SOFIA MANZANO,0.04,22:24:01,99.18,3.967200000000001
VERA,0.02,22:24:01,99.18,1.9836000000000005
CONSTITUINTE EYMAEL,0.01,22:24:01,99.18,0.9918
LULA,48.24,22:24:01,99.18,4784.443200000001
JAIR BOLSONARO,43.36,22:24:01,99.18,4300.4448
SIMONE TEBET,4.18,22:24:01,99.18,414.5724
CIRO GOMES,3.05,22:24:01,99.18,302.499
SORAYA THRONICKE,0.51,22:24:01,99.18,50.5818
FELIPE D&apos;AVILA,0.48,22:24:01,99.18,47.6064
PADRE KELMON,0.07,22:24:01,99.18,6.942600000000001
LÉO PÉRICLES,0.05,22:24:01,99.18,4.9590000000000005
SOFIA MANZANO,0.04,22:24:01,99.18,3.967200000000001
VERA,0.02,22:24:01,99.18,1.9836000000000005
CONSTITUINTE EYMAEL,0.01,22:24:01,99.18,0.9918
LULA,48.24,22:24:01,99.18,4784.443200000001
JAIR BOLSONARO,43.36,22:24:01,99.18,4300.4448
SIMONE TEBET,4.18,22:24:01,99.18,414.5724
CIRO GOMES,3.05,22:24:01,99.18,302.499
SORAYA THRONICKE,0.51,22:24:01,99.18,50.5818
FELIPE D&apos;AVILA,0.48,22:24:01,99.18,47.6064
PADRE KELMON,0.07,22:24:01,99.18,6.942600000000001
LÉO PÉRICLES,0.05,22:24:01,99.18,4.9590000000000005
SOFIA MANZANO,0.04,22:24:01,99.18,3.967200000000001
VERA,0.02,22:24:01,99.18,1.9836000000000005
CONSTITUINTE EYMAEL,0.01,22:24:01,99.18,0.9918
LULA,48.24,22:25:21,99.2,4785.408
JAIR BOLSONARO,43.36,22:25:21,99.2,4301.312
SIMONE TEBET,4.18,22:25:21,99.2,414.656
CIRO GOMES,3.05,22:25:21,99.2,302.56
SORAYA THRONICKE,0.51,22:25:21,99.2,50.592000000000006
FELIPE D&apos;AVILA,0.48,22:25:21,99.2,47.616
PADRE KELMON,0.07,22:25:21,99.2,6.944000000000001
LÉO PÉRICLES,0.05,22:25:21,99.2,4.960000000000001
SOFIA MANZANO,0.04,22:25:21,99.2,3.968
VERA,0.02,22:25:21,99.2,1.984
CONSTITUINTE EYMAEL,0.01,22:25:21,99.2,0.992
LULA,48.25,22:26:23,99.23,4787.8475
JAIR BOLSONARO,43.35,22:26:23,99.23,4301.6205
SIMONE TEBET,4.18,22:26:23,99.23,414.7814
CIRO GOMES,3.05,22:26:23,99.23,302.6515
SORAYA THRONICKE,0.51,22:26:23,99.23,50.6073
FELIPE D&apos;AVILA,0.48,22:26:23,99.23,47.6304
PADRE KELMON,0.07,22:26:23,99.23,6.946100000000001
LÉO PÉRICLES,0.05,22:26:23,99.23,4.961500000000001
SOFIA MANZANO,0.04,22:26:23,99.23,3.9692
VERA,0.02,22:26:23,99.23,1.9846
CONSTITUINTE EYMAEL,0.01,22:26:23,99.23,0.9923
LULA,48.25,22:26:23,99.23,4787.8475
JAIR BOLSONARO,43.35,22:26:23,99.23,4301.6205
SIMONE TEBET,4.18,22:26:23,99.23,414.7814
CIRO GOMES,3.05,22:26:23,99.23,302.6515
SORAYA THRONICKE,0.51,22:26:23,99.23,50.6073
FELIPE D&apos;AVILA,0.48,22:26:23,99.23,47.6304
PADRE KELMON,0.07,22:26:23,99.23,6.946100000000001
LÉO PÉRICLES,0.05,22:26:23,99.23,4.961500000000001
SOFIA MANZANO,0.04,22:26:23,99.23,3.9692
VERA,0.02,22:26:23,99.23,1.9846
CONSTITUINTE EYMAEL,0.01,22:26:23,99.23,0.9923
LULA,48.25,22:26:23,99.23,4787.8475
JAIR BOLSONARO,43.35,22:26:23,99.23,4301.6205
SIMONE TEBET,4.18,22:26:23,99.23,414.7814
CIRO GOMES,3.05,22:26:23,99.23,302.6515
SORAYA THRONICKE,0.51,22:26:23,99.23,50.6073
FELIPE D&apos;AVILA,0.48,22:26:23,99.23,47.6304
PADRE KELMON,0.07,22:26:23,99.23,6.946100000000001
LÉO PÉRICLES,0.05,22:26:23,99.23,4.961500000000001
SOFIA MANZANO,0.04,22:26:23,99.23,3.9692
VERA,0.02,22:26:23,99.23,1.9846
CONSTITUINTE EYMAEL,0.01,22:26:23,99.23,0.9923
LULA,48.25,22:27:28,99.24,4788.33
JAIR BOLSONARO,43.35,22:27:28,99.24,4302.054
SIMONE TEBET,4.18,22:27:28,99.24,414.82319999999993
CIRO GOMES,3.05,22:27:28,99.24,302.682
SORAYA THRONICKE,0.51,22:27:28,99.24,50.6124
FELIPE D&apos;AVILA,0.48,22:27:28,99.24,47.6352
PADRE KELMON,0.07,22:27:28,99.24,6.9468000000000005
LÉO PÉRICLES,0.05,22:27:28,99.24,4.962
SOFIA MANZANO,0.04,22:27:28,99.24,3.9696
VERA,0.02,22:27:28,99.24,1.9848
CONSTITUINTE EYMAEL,0.01,22:27:28,99.24,0.9924
LULA,48.25,22:27:28,99.24,4788.33
JAIR BOLSONARO,43.35,22:27:28,99.24,4302.054
SIMONE TEBET,4.18,22:27:28,99.24,414.82319999999993
CIRO GOMES,3.05,22:27:28,99.24,302.682
SORAYA THRONICKE,0.51,22:27:28,99.24,50.6124
FELIPE D&apos;AVILA,0.48,22:27:28,99.24,47.6352
PADRE KELMON,0.07,22:27:28,99.24,6.9468000000000005
LÉO PÉRICLES,0.05,22:27:28,99.24,4.962
SOFIA MANZANO,0.04,22:27:28,99.24,3.9696
VERA,0.02,22:27:28,99.24,1.9848
CONSTITUINTE EYMAEL,0.01,22:27:28,99.24,0.9924
LULA,48.26,22:28:29,99.26,4790.2876
JAIR BOLSONARO,43.34,22:28:29,99.26,4301.928400000001
SIMONE TEBET,4.17,22:28:29,99.26,413.9142
CIRO GOMES,3.05,22:28:29,99.26,302.743
SORAYA THRONICKE,0.51,22:28:29,99.26,50.622600000000006
FELIPE D&apos;AVILA,0.48,22:28:29,99.26,47.6448
PADRE KELMON,0.07,22:28:29,99.26,6.948200000000001
LÉO PÉRICLES,0.05,22:28:29,99.26,4.963000000000001
SOFIA MANZANO,0.04,22:28:29,99.26,3.9704
VERA,0.02,22:28:29,99.26,1.9852
CONSTITUINTE EYMAEL,0.01,22:28:29,99.26,0.9926
LULA,48.26,22:28:29,99.26,4790.2876
JAIR BOLSONARO,43.34,22:28:29,99.26,4301.928400000001
SIMONE TEBET,4.17,22:28:29,99.26,413.9142
CIRO GOMES,3.05,22:28:29,99.26,302.743
SORAYA THRONICKE,0.51,22:28:29,99.26,50.622600000000006
FELIPE D&apos;AVILA,0.48,22:28:29,99.26,47.6448
PADRE KELMON,0.07,22:28:29,99.26,6.948200000000001
LÉO PÉRICLES,0.05,22:28:29,99.26,4.963000000000001
SOFIA MANZANO,0.04,22:28:29,99.26,3.9704
VERA,0.02,22:28:29,99.26,1.9852
CONSTITUINTE EYMAEL,0.01,22:28:29,99.26,0.9926
LULA,48.26,22:28:29,99.26,4790.2876
JAIR BOLSONARO,43.34,22:28:29,99.26,4301.928400000001
SIMONE TEBET,4.17,22:28:29,99.26,413.9142
CIRO GOMES,3.05,22:28:29,99.26,302.743
SORAYA THRONICKE,0.51,22:28:29,99.26,50.622600000000006
FELIPE D&apos;AVILA,0.48,22:28:29,99.26,47.6448
PADRE KELMON,0.07,22:28:29,99.26,6.948200000000001
LÉO PÉRICLES,0.05,22:28:29,99.26,4.963000000000001
SOFIA MANZANO,0.04,22:28:29,99.26,3.9704
VERA,0.02,22:28:29,99.26,1.9852
CONSTITUINTE EYMAEL,0.01,22:28:29,99.26,0.9926
LULA,48.26,22:29:47,99.29,4791.7354000000005
JAIR BOLSONARO,43.34,22:29:47,99.29,4303.2286
SIMONE TEBET,4.17,22:29:47,99.29,414.0393
CIRO GOMES,3.05,22:29:47,99.29,302.8345
SORAYA THRONICKE,0.51,22:29:47,99.29,50.6379
FELIPE D&apos;AVILA,0.48,22:29:47,99.29,47.6592
PADRE KELMON,0.07,22:29:47,99.29,6.950300000000001
LÉO PÉRICLES,0.05,22:29:47,99.29,4.964500000000001
SOFIA MANZANO,0.04,22:29:47,99.29,3.971600000000001
VERA,0.02,22:29:47,99.29,1.9858
CONSTITUINTE EYMAEL,0.01,22:29:47,99.29,0.9929
LULA,48.26,22:29:47,99.29,4791.7354000000005
JAIR BOLSONARO,43.34,22:29:47,99.29,4303.2286
SIMONE TEBET,4.17,22:29:47,99.29,414.0393
CIRO GOMES,3.05,22:29:47,99.29,302.8345
SORAYA THRONICKE,0.51,22:29:47,99.29,50.6379
FELIPE D&apos;AVILA,0.48,22:29:47,99.29,47.6592
PADRE KELMON,0.07,22:29:47,99.29,6.950300000000001
LÉO PÉRICLES,0.05,22:29:47,99.29,4.964500000000001
SOFIA MANZANO,0.04,22:29:47,99.29,3.971600000000001
VERA,0.02,22:29:47,99.29,1.9858
CONSTITUINTE EYMAEL,0.01,22:29:47,99.29,0.9929
LULA,48.26,22:29:47,99.29,4791.7354000000005
JAIR BOLSONARO,43.34,22:29:47,99.29,4303.2286
SIMONE TEBET,4.17,22:29:47,99.29,414.0393
CIRO GOMES,3.05,22:29:47,99.29,302.8345
SORAYA THRONICKE,0.51,22:29:47,99.29,50.6379
FELIPE D&apos;AVILA,0.48,22:29:47,99.29,47.6592
PADRE KELMON,0.07,22:29:47,99.29,6.950300000000001
LÉO PÉRICLES,0.05,22:29:47,99.29,4.964500000000001
SOFIA MANZANO,0.04,22:29:47,99.29,3.971600000000001
VERA,0.02,22:29:47,99.29,1.9858
CONSTITUINTE EYMAEL,0.01,22:29:47,99.29,0.9929
LULA,48.27,22:31:47,99.33,4794.6591
JAIR BOLSONARO,43.33,22:31:47,99.33,4303.9689
SIMONE TEBET,4.17,22:31:47,99.33,414.2061
CIRO GOMES,3.05,22:31:47,99.33,302.9565
SORAYA THRONICKE,0.51,22:31:47,99.33,50.6583
FELIPE D&apos;AVILA,0.48,22:31:47,99.33,47.6784
PADRE KELMON,0.07,22:31:47,99.33,6.953100000000001
LÉO PÉRICLES,0.05,22:31:47,99.33,4.9665
SOFIA MANZANO,0.04,22:31:47,99.33,3.9732
VERA,0.02,22:31:47,99.33,1.9866
CONSTITUINTE EYMAEL,0.01,22:31:47,99.33,0.9933
LULA,48.27,22:31:47,99.33,4794.6591
JAIR BOLSONARO,43.33,22:31:47,99.33,4303.9689
SIMONE TEBET,4.17,22:31:47,99.33,414.2061
CIRO GOMES,3.05,22:31:47,99.33,302.9565
SORAYA THRONICKE,0.51,22:31:47,99.33,50.6583
FELIPE D&apos;AVILA,0.48,22:31:47,99.33,47.6784
PADRE KELMON,0.07,22:31:47,99.33,6.953100000000001
LÉO PÉRICLES,0.05,22:31:47,99.33,4.9665
SOFIA MANZANO,0.04,22:31:47,99.33,3.9732
VERA,0.02,22:31:47,99.33,1.9866
CONSTITUINTE EYMAEL,0.01,22:31:47,99.33,0.9933
LULA,48.27,22:31:47,99.33,4794.6591
JAIR BOLSONARO,43.33,22:31:47,99.33,4303.9689
SIMONE TEBET,4.17,22:31:47,99.33,414.2061
CIRO GOMES,3.05,22:31:47,99.33,302.9565
SORAYA THRONICKE,0.51,22:31:47,99.33,50.6583
FELIPE D&apos;AVILA,0.48,22:31:47,99.33,47.6784
PADRE KELMON,0.07,22:31:47,99.33,6.953100000000001
LÉO PÉRICLES,0.05,22:31:47,99.33,4.9665
SOFIA MANZANO,0.04,22:31:47,99.33,3.9732
VERA,0.02,22:31:47,99.33,1.9866
CONSTITUINTE EYMAEL,0.01,22:31:47,99.33,0.9933
LULA,48.27,22:32:45,99.35,4795.6245
JAIR BOLSONARO,43.33,22:32:45,99.35,4304.835499999999
SIMONE TEBET,4.17,22:32:45,99.35,414.2895
CIRO GOMES,3.05,22:32:45,99.35,303.0175
SORAYA THRONICKE,0.51,22:32:45,99.35,50.6685
FELIPE D&apos;AVILA,0.48,22:32:45,99.35,47.688
PADRE KELMON,0.07,22:32:45,99.35,6.9545
LÉO PÉRICLES,0.05,22:32:45,99.35,4.9675
SOFIA MANZANO,0.04,22:32:45,99.35,3.974
VERA,0.02,22:32:45,99.35,1.987
CONSTITUINTE EYMAEL,0.01,22:32:45,99.35,0.9935
LULA,48.27,22:32:45,99.35,4795.6245
JAIR BOLSONARO,43.33,22:32:45,99.35,4304.835499999999
SIMONE TEBET,4.17,22:32:45,99.35,414.2895
CIRO GOMES,3.05,22:32:45,99.35,303.0175
SORAYA THRONICKE,0.51,22:32:45,99.35,50.6685
FELIPE D&apos;AVILA,0.48,22:32:45,99.35,47.688
PADRE KELMON,0.07,22:32:45,99.35,6.9545
LÉO PÉRICLES,0.05,22:32:45,99.35,4.9675
SOFIA MANZANO,0.04,22:32:45,99.35,3.974
VERA,0.02,22:32:45,99.35,1.987
CONSTITUINTE EYMAEL,0.01,22:32:45,99.35,0.9935
LULA,48.28,22:34:13,99.36,4797.1008
JAIR BOLSONARO,43.33,22:34:13,99.36,4305.2688
SIMONE TEBET,4.17,22:34:13,99.36,414.3312
CIRO GOMES,3.05,22:34:13,99.36,303.048
SORAYA THRONICKE,0.51,22:34:13,99.36,50.6736
FELIPE D&apos;AVILA,0.48,22:34:13,99.36,47.6928
PADRE KELMON,0.07,22:34:13,99.36,6.9552000000000005
LÉO PÉRICLES,0.05,22:34:13,99.36,4.968
SOFIA MANZANO,0.04,22:34:13,99.36,3.9744
VERA,0.02,22:34:13,99.36,1.9872
CONSTITUINTE EYMAEL,0.01,22:34:13,99.36,0.9936
LULA,48.28,22:34:13,99.36,4797.1008
JAIR BOLSONARO,43.33,22:34:13,99.36,4305.2688
SIMONE TEBET,4.17,22:34:13,99.36,414.3312
CIRO GOMES,3.05,22:34:13,99.36,303.048
SORAYA THRONICKE,0.51,22:34:13,99.36,50.6736
FELIPE D&apos;AVILA,0.48,22:34:13,99.36,47.6928
PADRE KELMON,0.07,22:34:13,99.36,6.9552000000000005
LÉO PÉRICLES,0.05,22:34:13,99.36,4.968
SOFIA MANZANO,0.04,22:34:13,99.36,3.9744
VERA,0.02,22:34:13,99.36,1.9872
CONSTITUINTE EYMAEL,0.01,22:34:13,99.36,0.9936
LULA,48.28,22:35:15,99.38,4798.0664
JAIR BOLSONARO,43.32,22:35:15,99.38,4305.1416
SIMONE TEBET,4.17,22:35:15,99.38,414.4146
CIRO GOMES,3.05,22:35:15,99.38,303.109
SORAYA THRONICKE,0.51,22:35:15,99.38,50.6838
FELIPE D&apos;AVILA,0.48,22:35:15,99.38,47.7024
PADRE KELMON,0.07,22:35:15,99.38,6.956600000000001
LÉO PÉRICLES,0.05,22:35:15,99.38,4.969
SOFIA MANZANO,0.04,22:35:15,99.38,3.9752
VERA,0.02,22:35:15,99.38,1.9876
CONSTITUINTE EYMAEL,0.01,22:35:15,99.38,0.9938
LULA,48.28,22:35:15,99.38,4798.0664
JAIR BOLSONARO,43.32,22:35:15,99.38,4305.1416
SIMONE TEBET,4.17,22:35:15,99.38,414.4146
CIRO GOMES,3.05,22:35:15,99.38,303.109
SORAYA THRONICKE,0.51,22:35:15,99.38,50.6838
FELIPE D&apos;AVILA,0.48,22:35:15,99.38,47.7024
PADRE KELMON,0.07,22:35:15,99.38,6.956600000000001
LÉO PÉRICLES,0.05,22:35:15,99.38,4.969
SOFIA MANZANO,0.04,22:35:15,99.38,3.9752
VERA,0.02,22:35:15,99.38,1.9876
CONSTITUINTE EYMAEL,0.01,22:35:15,99.38,0.9938
LULA,48.28,22:35:15,99.38,4798.0664
JAIR BOLSONARO,43.32,22:35:15,99.38,4305.1416
SIMONE TEBET,4.17,22:35:15,99.38,414.4146
CIRO GOMES,3.05,22:35:15,99.38,303.109
SORAYA THRONICKE,0.51,22:35:15,99.38,50.6838
FELIPE D&apos;AVILA,0.48,22:35:15,99.38,47.7024
PADRE KELMON,0.07,22:35:15,99.38,6.956600000000001
LÉO PÉRICLES,0.05,22:35:15,99.38,4.969
SOFIA MANZANO,0.04,22:35:15,99.38,3.9752
VERA,0.02,22:35:15,99.38,1.9876
CONSTITUINTE EYMAEL,0.01,22:35:15,99.38,0.9938
LULA,48.28,22:35:15,99.38,4798.0664
JAIR BOLSONARO,43.32,22:35:15,99.38,4305.1416
SIMONE TEBET,4.17,22:35:15,99.38,414.4146
CIRO GOMES,3.05,22:35:15,99.38,303.109
SORAYA THRONICKE,0.51,22:35:15,99.38,50.6838
FELIPE D&apos;AVILA,0.48,22:35:15,99.38,47.7024
PADRE KELMON,0.07,22:35:15,99.38,6.956600000000001
LÉO PÉRICLES,0.05,22:35:15,99.38,4.969
SOFIA MANZANO,0.04,22:35:15,99.38,3.9752
VERA,0.02,22:35:15,99.38,1.9876
CONSTITUINTE EYMAEL,0.01,22:35:15,99.38,0.9938
LULA,48.29,22:37:38,99.41,4800.5089
JAIR BOLSONARO,43.32,22:37:38,99.41,4306.4412
SIMONE TEBET,4.17,22:37:38,99.41,414.5397
CIRO GOMES,3.05,22:37:38,99.41,303.2005
SORAYA THRONICKE,0.51,22:37:38,99.41,50.6991
FELIPE D&apos;AVILA,0.48,22:37:38,99.41,47.7168
PADRE KELMON,0.07,22:37:38,99.41,6.9587
LÉO PÉRICLES,0.05,22:37:38,99.41,4.9705
SOFIA MANZANO,0.04,22:37:38,99.41,3.9764
VERA,0.02,22:37:38,99.41,1.9882
CONSTITUINTE EYMAEL,0.01,22:37:38,99.41,0.9941
LULA,48.29,22:37:38,99.41,4800.5089
JAIR BOLSONARO,43.32,22:37:38,99.41,4306.4412
SIMONE TEBET,4.17,22:37:38,99.41,414.5397
CIRO GOMES,3.05,22:37:38,99.41,303.2005
SORAYA THRONICKE,0.51,22:37:38,99.41,50.6991
FELIPE D&apos;AVILA,0.48,22:37:38,99.41,47.7168
PADRE KELMON,0.07,22:37:38,99.41,6.9587
LÉO PÉRICLES,0.05,22:37:38,99.41,4.9705
SOFIA MANZANO,0.04,22:37:38,99.41,3.9764
VERA,0.02,22:37:38,99.41,1.9882
CONSTITUINTE EYMAEL,0.01,22:37:38,99.41,0.9941
LULA,48.29,22:38:22,99.43,4801.474700000001
JAIR BOLSONARO,43.32,22:38:22,99.43,4307.3076
SIMONE TEBET,4.17,22:38:22,99.43,414.6231
CIRO GOMES,3.05,22:38:22,99.43,303.2615
SORAYA THRONICKE,0.51,22:38:22,99.43,50.709300000000006
FELIPE D&apos;AVILA,0.48,22:38:22,99.43,47.7264
PADRE KELMON,0.07,22:38:22,99.43,6.9601000000000015
LÉO PÉRICLES,0.05,22:38:22,99.43,4.971500000000001
SOFIA MANZANO,0.04,22:38:22,99.43,3.9772
VERA,0.02,22:38:22,99.43,1.9886
CONSTITUINTE EYMAEL,0.01,22:38:22,99.43,0.9943
LULA,48.29,22:38:22,99.43,4801.474700000001
JAIR BOLSONARO,43.32,22:38:22,99.43,4307.3076
SIMONE TEBET,4.17,22:38:22,99.43,414.6231
CIRO GOMES,3.05,22:38:22,99.43,303.2615
SORAYA THRONICKE,0.51,22:38:22,99.43,50.709300000000006
FELIPE D&apos;AVILA,0.48,22:38:22,99.43,47.7264
PADRE KELMON,0.07,22:38:22,99.43,6.9601000000000015
LÉO PÉRICLES,0.05,22:38:22,99.43,4.971500000000001
SOFIA MANZANO,0.04,22:38:22,99.43,3.9772
VERA,0.02,22:38:22,99.43,1.9886
CONSTITUINTE EYMAEL,0.01,22:38:22,99.43,0.9943
LULA,48.29,22:38:22,99.43,4801.474700000001
JAIR BOLSONARO,43.32,22:38:22,99.43,4307.3076
SIMONE TEBET,4.17,22:38:22,99.43,414.6231
CIRO GOMES,3.05,22:38:22,99.43,303.2615
SORAYA THRONICKE,0.51,22:38:22,99.43,50.709300000000006
FELIPE D&apos;AVILA,0.48,22:38:22,99.43,47.7264
PADRE KELMON,0.07,22:38:22,99.43,6.9601000000000015
LÉO PÉRICLES,0.05,22:38:22,99.43,4.971500000000001
SOFIA MANZANO,0.04,22:38:22,99.43,3.9772
VERA,0.02,22:38:22,99.43,1.9886
CONSTITUINTE EYMAEL,0.01,22:38:22,99.43,0.9943
LULA,48.29,22:39:27,99.44,4801.9576
JAIR BOLSONARO,43.31,22:39:27,99.44,4306.7464
SIMONE TEBET,4.17,22:39:27,99.44,414.6648
CIRO GOMES,3.05,22:39:27,99.44,303.292
SORAYA THRONICKE,0.51,22:39:27,99.44,50.7144
FELIPE D&apos;AVILA,0.48,22:39:27,99.44,47.7312
PADRE KELMON,0.07,22:39:27,99.44,6.960800000000001
LÉO PÉRICLES,0.05,22:39:27,99.44,4.972
SOFIA MANZANO,0.04,22:39:27,99.44,3.9776
VERA,0.02,22:39:27,99.44,1.9888
CONSTITUINTE EYMAEL,0.01,22:39:27,99.44,0.9944
LULA,48.29,22:39:27,99.44,4801.9576
JAIR BOLSONARO,43.31,22:39:27,99.44,4306.7464
SIMONE TEBET,4.17,22:39:27,99.44,414.6648
CIRO GOMES,3.05,22:39:27,99.44,303.292
SORAYA THRONICKE,0.51,22:39:27,99.44,50.7144
FELIPE D&apos;AVILA,0.48,22:39:27,99.44,47.7312
PADRE KELMON,0.07,22:39:27,99.44,6.960800000000001
LÉO PÉRICLES,0.05,22:39:27,99.44,4.972
SOFIA MANZANO,0.04,22:39:27,99.44,3.9776
VERA,0.02,22:39:27,99.44,1.9888
CONSTITUINTE EYMAEL,0.01,22:39:27,99.44,0.9944
LULA,48.29,22:39:27,99.44,4801.9576
JAIR BOLSONARO,43.31,22:39:27,99.44,4306.7464
SIMONE TEBET,4.17,22:39:27,99.44,414.6648
CIRO GOMES,3.05,22:39:27,99.44,303.292
SORAYA THRONICKE,0.51,22:39:27,99.44,50.7144
FELIPE D&apos;AVILA,0.48,22:39:27,99.44,47.7312
PADRE KELMON,0.07,22:39:27,99.44,6.960800000000001
LÉO PÉRICLES,0.05,22:39:27,99.44,4.972
SOFIA MANZANO,0.04,22:39:27,99.44,3.9776
VERA,0.02,22:39:27,99.44,1.9888
CONSTITUINTE EYMAEL,0.01,22:39:27,99.44,0.9944
LULA,48.3,22:40:27,99.45,4803.435
JAIR BOLSONARO,43.31,22:40:27,99.45,4307.1795
SIMONE TEBET,4.17,22:40:27,99.45,414.7065
CIRO GOMES,3.05,22:40:27,99.45,303.3225
SORAYA THRONICKE,0.51,22:40:27,99.45,50.7195
FELIPE D&apos;AVILA,0.48,22:40:27,99.45,47.736
PADRE KELMON,0.07,22:40:27,99.45,6.961500000000001
LÉO PÉRICLES,0.05,22:40:27,99.45,4.9725
SOFIA MANZANO,0.04,22:40:27,99.45,3.978
VERA,0.02,22:40:27,99.45,1.989
CONSTITUINTE EYMAEL,0.01,22:40:27,99.45,0.9945
LULA,48.3,22:41:27,99.46,4803.918
JAIR BOLSONARO,43.31,22:41:27,99.46,4307.6126
SIMONE TEBET,4.17,22:41:27,99.46,414.7482
CIRO GOMES,3.05,22:41:27,99.46,303.35299999999995
SORAYA THRONICKE,0.51,22:41:27,99.46,50.7246
FELIPE D&apos;AVILA,0.47,22:41:27,99.46,46.7462
PADRE KELMON,0.07,22:41:27,99.46,6.9622
LÉO PÉRICLES,0.05,22:41:27,99.46,4.973
SOFIA MANZANO,0.04,22:41:27,99.46,3.9784
VERA,0.02,22:41:27,99.46,1.9892
CONSTITUINTE EYMAEL,0.01,22:41:27,99.46,0.9946
LULA,48.3,22:42:37,99.47,4804.401
JAIR BOLSONARO,43.31,22:42:37,99.47,4308.045700000001
SIMONE TEBET,4.17,22:42:37,99.47,414.7899
CIRO GOMES,3.05,22:42:37,99.47,303.3835
SORAYA THRONICKE,0.51,22:42:37,99.47,50.7297
FELIPE D&apos;AVILA,0.47,22:42:37,99.47,46.7509
PADRE KELMON,0.07,22:42:37,99.47,6.9629
LÉO PÉRICLES,0.05,22:42:37,99.47,4.9735000000000005
SOFIA MANZANO,0.04,22:42:37,99.47,3.9788
VERA,0.02,22:42:37,99.47,1.9894
CONSTITUINTE EYMAEL,0.01,22:42:37,99.47,0.9947
LULA,48.3,22:42:37,99.47,4804.401
JAIR BOLSONARO,43.31,22:42:37,99.47,4308.045700000001
SIMONE TEBET,4.17,22:42:37,99.47,414.7899
CIRO GOMES,3.05,22:42:37,99.47,303.3835
SORAYA THRONICKE,0.51,22:42:37,99.47,50.7297
FELIPE D&apos;AVILA,0.47,22:42:37,99.47,46.7509
PADRE KELMON,0.07,22:42:37,99.47,6.9629
LÉO PÉRICLES,0.05,22:42:37,99.47,4.9735000000000005
SOFIA MANZANO,0.04,22:42:37,99.47,3.9788
VERA,0.02,22:42:37,99.47,1.9894
CONSTITUINTE EYMAEL,0.01,22:42:37,99.47,0.9947
LULA,48.3,22:42:37,99.47,4804.401
JAIR BOLSONARO,43.31,22:42:37,99.47,4308.045700000001
SIMONE TEBET,4.17,22:42:37,99.47,414.7899
CIRO GOMES,3.05,22:42:37,99.47,303.3835
SORAYA THRONICKE,0.51,22:42:37,99.47,50.7297
FELIPE D&apos;AVILA,0.47,22:42:37,99.47,46.7509
PADRE KELMON,0.07,22:42:37,99.47,6.9629
LÉO PÉRICLES,0.05,22:42:37,99.47,4.9735000000000005
SOFIA MANZANO,0.04,22:42:37,99.47,3.9788
VERA,0.02,22:42:37,99.47,1.9894
CONSTITUINTE EYMAEL,0.01,22:42:37,99.47,0.9947
LULA,48.3,22:43:47,99.48,4804.884
JAIR BOLSONARO,43.31,22:43:47,99.48,4308.478800000001
SIMONE TEBET,4.17,22:43:47,99.48,414.8316
CIRO GOMES,3.05,22:43:47,99.48,303.414
SORAYA THRONICKE,0.51,22:43:47,99.48,50.7348
FELIPE D&apos;AVILA,0.47,22:43:47,99.48,46.7556
PADRE KELMON,0.07,22:43:47,99.48,6.963600000000001
LÉO PÉRICLES,0.05,22:43:47,99.48,4.974
SOFIA MANZANO,0.04,22:43:47,99.48,3.9792
VERA,0.02,22:43:47,99.48,1.9896
CONSTITUINTE EYMAEL,0.01,22:43:47,99.48,0.9948
LULA,48.3,22:43:47,99.48,4804.884
JAIR BOLSONARO,43.31,22:43:47,99.48,4308.478800000001
SIMONE TEBET,4.17,22:43:47,99.48,414.8316
CIRO GOMES,3.05,22:43:47,99.48,303.414
SORAYA THRONICKE,0.51,22:43:47,99.48,50.7348
FELIPE D&apos;AVILA,0.47,22:43:47,99.48,46.7556
PADRE KELMON,0.07,22:43:47,99.48,6.963600000000001
LÉO PÉRICLES,0.05,22:43:47,99.48,4.974
SOFIA MANZANO,0.04,22:43:47,99.48,3.9792
VERA,0.02,22:43:47,99.48,1.9896
CONSTITUINTE EYMAEL,0.01,22:43:47,99.48,0.9948
LULA,48.3,22:44:47,99.49,4805.366999999999
JAIR BOLSONARO,43.31,22:44:47,99.49,4308.9119
SIMONE TEBET,4.17,22:44:47,99.49,414.8733
CIRO GOMES,3.05,22:44:47,99.49,303.44449999999995
